Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A,Label
10.0.0.11,10.0.0.42,24,4440,12,2220,12,2220,7.772236637,9.484272102,1872.573858,1872.573858,Low
10.0.0.11,10.0.0.43,24,4440,12,2220,12,2220,7.772240991,9.713588065,1828.366602,1828.366602,Low
10.0.0.11,10.0.0.44,24,4440,12,2220,12,2220,7.772245077,10.14375043,1750.831719,1750.831719,Low
10.0.0.11,10.0.0.45,24,4440,12,2220,12,2220,7.772249217,10.19644145,1741.78414,1741.78414,Low
10.0.0.11,10.0.0.46,24,4440,12,2220,12,2220,7.772254021,10.57705801,1679.105852,1679.105852,Low
10.0.0.11,10.0.0.48,24,4440,12,2220,12,2220,7.772257896,11.17038751,1589.917985,1589.917985,Low
10.0.0.11,10.0.0.47,24,4440,12,2220,12,2220,7.772261946,10.81591433,1642.02484,1642.02484,Low
10.0.0.11,10.0.0.49,24,4440,12,2220,12,2220,7.77226666,11.70806525,1516.903059,1516.903059,Low
10.0.0.12,10.0.0.13,8,1480,4,740,4,740,7.71796959,0.163729845,36157.12212,36157.12212,Low
10.0.0.12,10.0.0.14,8,1480,4,740,4,740,7.717972667,0.566138296,10456.80895,10456.80895,Low
10.0.0.12,10.0.0.15,8,1480,4,740,4,740,7.717975934,0.998159045,5930.918554,5930.918554,Low
10.0.0.12,10.0.0.16,8,1480,4,740,4,740,7.735359333,1.192107407,4965.995484,4965.995484,Low
10.0.0.12,10.0.0.17,8,1480,4,740,4,740,7.735363046,1.399862659,4228.986295,4228.986295,Low
10.0.0.12,10.0.0.19,16,2960,8,1480,8,1480,7.772222452,2.0468194,5784.58461,5784.58461,Low
10.0.0.12,10.0.0.18,16,2960,8,1480,8,1480,7.772227041,2.019520663,5862.77735,5862.77735,Low
10.0.0.12,10.0.0.20,16,2960,8,1480,8,1480,7.77223143,2.408619238,4915.679412,4915.679412,Low
10.0.0.12,10.0.0.21,16,2960,8,1480,8,1480,7.783197346,2.728200249,4339.857386,4339.857386,Low
10.0.0.12,10.0.0.25,16,2960,8,1480,8,1480,7.837623849,4.06731265,2911.013,2911.013,Low
10.0.0.12,10.0.0.22,16,2960,8,1480,8,1480,7.837647261,3.029454746,3908.294064,3908.294064,Low
10.0.0.12,10.0.0.24,16,2960,8,1480,8,1480,7.837651031,3.761853172,3147.384935,3147.384935,Low
10.0.0.12,10.0.0.23,16,2960,8,1480,8,1480,7.837654023,3.38944391,3493.198387,3493.198387,Low
10.0.0.12,10.0.0.26,24,4440,12,2220,12,2220,7.906118012,4.598950565,3861.750577,3861.750577,Low
10.0.0.12,10.0.0.28,24,4440,12,2220,12,2220,7.906121118,5.494356434,3232.407692,3232.407692,Low
10.0.0.12,10.0.0.27,24,4440,12,2220,12,2220,7.90612625,5.043284107,3521.514875,3521.514875,Low
10.0.0.12,10.0.0.29,24,4440,12,2220,12,2220,7.906130282,5.856437641,3032.560251,3032.560251,Low
10.0.0.12,10.0.0.30,24,4440,12,2220,12,2220,7.906133295,5.941572753,2989.107554,2989.107554,Low
10.0.0.12,10.0.0.42,24,4440,12,2220,12,2220,7.925801371,9.334005992,1902.720013,1902.720013,Low
10.0.0.12,10.0.0.45,24,4440,12,2220,12,2220,7.925804636,10.04289938,1768.413616,1768.413616,Low
10.0.0.12,10.0.0.34,24,4440,12,2220,12,2220,7.925807414,7.209169464,2463.529272,2463.529272,Low
10.0.0.12,10.0.0.37,24,4440,12,2220,12,2220,7.925810333,8.167346904,2174.512753,2174.512753,Low
10.0.0.12,10.0.0.36,24,4440,12,2220,12,2220,7.925813764,8.047917201,2206.782147,2206.782147,Low
10.0.0.12,10.0.0.38,24,4440,12,2220,12,2220,7.925821382,8.285040347,2143.622633,2143.622633,Low
10.0.0.12,10.0.0.39,24,4440,12,2220,12,2220,7.925824047,8.59687236,2065.867592,2065.867592,Low
10.0.0.12,10.0.0.40,24,4440,12,2220,12,2220,7.925827018,9.019732654,1969.016232,1969.016232,Low
10.0.0.12,10.0.0.35,24,4440,12,2220,12,2220,7.925830058,7.490279082,2371.073201,2371.073201,Low
10.0.0.12,10.0.0.31,24,4440,12,2220,12,2220,7.925833062,6.070767193,2925.495153,2925.495153,Low
10.0.0.12,10.0.0.32,24,4440,12,2220,12,2220,7.925835812,6.56140273,2706.738289,2706.738289,Low
10.0.0.12,10.0.0.33,24,4440,12,2220,12,2220,7.925838877,6.978174786,2545.078125,2545.078125,Low
10.0.0.12,10.0.0.44,24,4440,12,2220,12,2220,7.970704623,9.945345111,1785.760052,1785.760052,Low
10.0.0.12,10.0.0.47,24,4440,12,2220,12,2220,7.970707597,10.69897913,1659.971459,1659.971459,Low
10.0.0.12,10.0.0.43,24,4440,12,2220,12,2220,7.970710914,9.515056764,1866.515402,1866.515402,Low
10.0.0.12,10.0.0.46,24,4440,12,2220,12,2220,7.970718867,10.37859975,1711.2135,1711.2135,Low
10.0.0.12,10.0.0.49,24,4440,12,2220,12,2220,7.970722198,11.50963093,1543.05556,1543.05556,Low
10.0.0.12,10.0.0.48,24,4440,12,2220,12,2220,7.970725315,10.97192746,1618.676397,1618.676397,Low
10.0.0.12,10.0.0.41,24,4440,12,2220,12,2220,7.970728386,9.04043388,1964.507482,1964.507482,Low
10.0.0.13,10.0.0.14,8,1480,4,740,4,740,7.902895641,0.483535981,12243.14267,12243.14267,Low
10.0.0.13,10.0.0.15,8,1480,4,740,4,740,7.906110112,0.810039744,7308.283382,7308.283382,Low
10.0.0.13,10.0.0.16,8,1480,4,740,4,740,7.963681657,1.002435321,5905.617925,5905.617925,Low
10.0.0.13,10.0.0.17,8,1480,4,740,4,740,7.963684931,1.202535244,4922.932637,4922.932637,Low
10.0.0.13,10.0.0.18,16,2960,8,1480,8,1480,7.98336124,1.80841987,6547.152128,6547.152128,Low
10.0.0.13,10.0.0.19,16,2960,8,1480,8,1480,7.986696058,1.832326679,6461.729852,6461.729852,Low
10.0.0.13,10.0.0.20,16,2960,8,1480,8,1480,8.013595366,2.253670574,5253.651592,5253.651592,Low
10.0.0.13,10.0.0.21,16,2960,8,1480,8,1480,8.013601556,2.498907024,4738.071439,4738.071439,Low
10.0.0.13,10.0.0.22,16,2960,8,1480,8,1480,8.013605086,2.853514768,4149.268871,4149.268871,Low
10.0.0.13,10.0.0.23,16,2960,8,1480,8,1480,8.013609136,3.213481819,3684.477046,3684.477046,Low
10.0.0.13,10.0.0.24,16,2960,8,1480,8,1480,8.022966521,3.576546257,3310.456275,3310.456275,Low
10.0.0.13,10.0.0.25,16,2960,8,1480,8,1480,8.022972182,4.011505483,2951.510362,2951.510362,Low
10.0.0.13,10.0.0.29,24,4440,12,2220,12,2220,8.173201081,5.589301548,3177.498986,3177.498986,Low
10.0.0.13,10.0.0.28,24,4440,12,2220,12,2220,8.173205263,5.227261102,3397.572773,3397.572773,Low
10.0.0.13,10.0.0.30,24,4440,12,2220,12,2220,8.173208078,5.674472874,3129.806133,3129.806133,Low
10.0.0.13,10.0.0.26,24,4440,12,2220,12,2220,8.17321111,4.331878367,4099.838106,4099.838106,Low
10.0.0.13,10.0.0.27,24,4440,12,2220,12,2220,8.173214528,4.776206188,3718.432434,3718.432434,Low
10.0.0.13,10.0.0.31,24,4440,12,2220,12,2220,8.174976091,5.821641419,3050.686004,3050.686004,Low
10.0.0.13,10.0.0.32,24,4440,12,2220,12,2220,8.176370073,6.31087894,2814.188034,2814.188034,Low
10.0.0.13,10.0.0.34,24,4440,12,2220,12,2220,8.178076725,6.956922802,2552.852821,2552.852821,Low
10.0.0.13,10.0.0.35,24,4440,12,2220,12,2220,8.178140494,7.238005678,2453.714571,2453.714571,Low
10.0.0.13,10.0.0.36,24,4440,12,2220,12,2220,8.17814626,7.795595134,2278.209642,2278.209642,Low
10.0.0.13,10.0.0.37,24,4440,12,2220,12,2220,8.178149579,7.915001133,2243.840487,2243.840487,Low
10.0.0.13,10.0.0.38,24,4440,12,2220,12,2220,8.178154317,8.03272537,2210.955707,2210.955707,Low
10.0.0.13,10.0.0.39,24,4440,12,2220,12,2220,8.17816304,8.572408449,2071.763158,2071.763158,Low
10.0.0.13,10.0.0.40,24,4440,12,2220,12,2220,8.178166235,8.767406357,2025.684596,2025.684596,Low
10.0.0.13,10.0.0.33,24,4440,12,2220,12,2220,8.178169467,6.725819023,2640.570604,2640.570604,Low
10.0.0.13,10.0.0.41,24,4440,12,2220,12,2220,8.248743727,8.762453324,2026.829627,2026.829627,Low
10.0.0.13,10.0.0.43,24,4440,12,2220,12,2220,8.31518821,9.170616724,1936.620026,1936.620026,Low
10.0.0.13,10.0.0.42,24,4440,12,2220,12,2220,8.315199934,8.941360356,1986.274939,1986.274939,Low
10.0.0.13,10.0.0.44,24,4440,12,2220,12,2220,8.386360092,9.529663658,1863.654441,1863.654441,Low
10.0.0.13,10.0.0.45,24,4440,12,2220,12,2220,8.386367815,9.582329511,1853.41153,1853.41153,Low
10.0.0.13,10.0.0.46,24,4440,12,2220,12,2220,8.386370918,10.06445039,1764.62691,1764.62691,Low
10.0.0.13,10.0.0.47,24,4440,12,2220,12,2220,8.386469253,10.28318037,1727.092142,1727.092142,Low
10.0.0.13,10.0.0.48,24,4440,12,2220,12,2220,8.387536333,10.55513483,1682.593381,1682.593381,Low
10.0.0.13,10.0.0.49,24,4440,12,2220,12,2220,8.39435308,11.08602347,1602.017175,1602.017175,Low
10.0.0.14,10.0.0.15,8,1480,4,740,4,740,8.386346919,0.329827397,17948.78186,17948.78186,Low
10.0.0.14,10.0.0.17,8,1480,4,740,4,740,8.394341919,0.771955999,7668.830876,7668.830876,Low
10.0.0.14,10.0.0.16,8,1480,4,740,4,740,8.394346385,0.571799075,10353.28712,10353.28712,Low
10.0.0.14,10.0.0.18,16,2960,8,1480,8,1480,8.533270658,1.258461472,9408.313455,9408.313455,Low
10.0.0.14,10.0.0.19,16,2960,8,1480,8,1480,8.533274041,1.31020375,9036.762412,9036.762412,Low
10.0.0.14,10.0.0.20,16,2960,8,1480,8,1480,8.533276896,1.733999033,6828.14683,6828.14683,Low
10.0.0.14,10.0.0.21,16,2960,8,1480,8,1480,8.533286701,2.021896107,5855.889409,5855.889409,Low
10.0.0.14,10.0.0.22,16,2960,8,1480,8,1480,8.533290847,2.333838704,5073.186926,5073.186926,Low
10.0.0.14,10.0.0.23,16,2960,8,1480,8,1480,8.562068711,2.665045782,4442.700414,4442.700414,Low
10.0.0.14,10.0.0.25,16,2960,8,1480,8,1480,8.562082417,3.395102272,3487.376536,3487.376536,Low
10.0.0.14,10.0.0.24,16,2960,8,1480,8,1480,8.562086897,3.037432904,3898.028491,3898.028491,Low
10.0.0.14,10.0.0.26,24,4440,12,2220,12,2220,8.639424439,3.865692396,4594.261048,4594.261048,Low
10.0.0.14,10.0.0.29,24,4440,12,2220,12,2220,8.639429452,5.123105822,3466.647112,3466.647112,Low
10.0.0.14,10.0.0.27,24,4440,12,2220,12,2220,8.639435408,4.310009645,4120.640431,4120.640431,Low
10.0.0.14,10.0.0.30,24,4440,12,2220,12,2220,8.639438974,5.298948686,3351.608225,3351.608225,Low
10.0.0.14,10.0.0.32,24,4440,12,2220,12,2220,8.639448523,6.070193906,2925.771446,2925.771446,Low
10.0.0.14,10.0.0.28,24,4440,12,2220,12,2220,8.639451754,4.761036583,3730.280096,3730.280096,Low
10.0.0.14,10.0.0.31,24,4440,12,2220,12,2220,8.639455049,5.357175003,3315.180107,3315.180107,Low
10.0.0.14,10.0.0.33,24,4440,12,2220,12,2220,8.639458118,6.264544411,2835.002649,2835.002649,Low
10.0.0.14,10.0.0.34,24,4440,12,2220,12,2220,8.71597019,6.419074059,2766.754182,2766.754182,Low
10.0.0.14,10.0.0.35,24,4440,12,2220,12,2220,8.715973429,6.700154262,2650.685239,2650.685239,Low
10.0.0.14,10.0.0.36,24,4440,12,2220,12,2220,8.715977567,7.257912817,2446.984477,2446.984477,Low
10.0.0.14,10.0.0.37,24,4440,12,2220,12,2220,8.774035522,7.324623968,2424.697852,2424.697852,Low
10.0.0.14,10.0.0.38,24,4440,12,2220,12,2220,8.774038764,7.436857832,2388.105353,2388.105353,Low
10.0.0.14,10.0.0.40,24,4440,12,2220,12,2220,8.774042616,8.180709902,2170.960737,2170.960737,Low
10.0.0.14,10.0.0.39,24,4440,12,2220,12,2220,8.774045419,7.976601175,2226.512221,2226.512221,Low
10.0.0.14,10.0.0.41,24,4440,12,2220,12,2220,8.774053203,8.282691375,2144.230564,2144.230564,Low
10.0.0.14,10.0.0.42,24,4440,12,2220,12,2220,8.820008694,8.439735963,2104.331235,2104.331235,Low
10.0.0.14,10.0.0.43,24,4440,12,2220,12,2220,8.82001178,8.665840996,2049.426017,2049.426017,Low
10.0.0.14,10.0.0.44,24,4440,12,2220,12,2220,8.820015262,9.096048876,1952.496105,1952.496105,Low
10.0.0.14,10.0.0.46,24,4440,12,2220,12,2220,8.820019292,9.529305985,1863.724392,1863.724392,Low
10.0.0.14,10.0.0.45,24,4440,12,2220,12,2220,8.820026339,9.148686275,1941.262326,1941.262326,Low
10.0.0.14,10.0.0.47,24,4440,12,2220,12,2220,8.834477366,9.835202928,1805.758369,1805.758369,Low
10.0.0.14,10.0.0.48,24,4440,12,2220,12,2220,8.834485704,10.1081778,1756.993235,1756.993235,Low
10.0.0.14,10.0.0.49,24,4440,12,2220,12,2220,8.834488806,10.645878,1668.251317,1668.251317,Low
10.0.0.15,10.0.0.16,8,1480,4,740,4,740,8.739214208,0.227013163,26077.78299,26077.78299,Low
10.0.0.15,10.0.0.17,8,1480,4,740,4,740,8.739217271,0.427073337,13861.78786,13861.78786,Low
10.0.0.15,10.0.0.18,16,2960,8,1480,8,1480,8.834467857,0.95724753,12368.79661,12368.79661,Low
10.0.0.15,10.0.0.20,16,2960,8,1480,8,1480,8.834471331,1.432835816,8263.333362,8263.333362,Low
10.0.0.15,10.0.0.19,16,2960,8,1480,8,1480,8.834474569,1.009021766,11734.13736,11734.13736,Low
10.0.0.15,10.0.0.21,16,2960,8,1480,8,1480,8.920609393,1.634582389,7243.44033,7243.44033,Low
10.0.0.15,10.0.0.22,16,2960,8,1480,8,1480,8.92061278,1.946526332,6082.630276,6082.630276,Low
10.0.0.15,10.0.0.23,16,2960,8,1480,8,1480,8.920621791,2.306485757,5133.350581,5133.350581,Low
10.0.0.15,10.0.0.24,16,2960,8,1480,8,1480,8.920625096,2.723003376,4348.140037,4348.140037,Low
10.0.0.15,10.0.0.25,16,2960,8,1480,8,1480,8.920628082,3.114021181,3802.157825,3802.157825,Low
10.0.0.15,10.0.0.26,24,4440,12,2220,12,2220,8.966154168,3.538990618,5018.380074,5018.380074,Low
10.0.0.15,10.0.0.27,24,4440,12,2220,12,2220,8.966175157,3.983255866,4458.664117,4458.664117,Low
10.0.0.15,10.0.0.37,24,4440,12,2220,12,2220,9.015838334,7.077327811,2509.421702,2509.421702,Low
10.0.0.15,10.0.0.35,24,4440,12,2220,12,2220,9.015843519,6.400626585,2774.728343,2774.728343,Low
10.0.0.15,10.0.0.36,24,4440,12,2220,12,2220,9.015847344,6.958019618,2552.450406,2552.450406,Low
10.0.0.15,10.0.0.40,24,4440,12,2220,12,2220,9.015852061,7.929729028,2239.673,2239.673,Low
10.0.0.15,10.0.0.32,24,4440,12,2220,12,2220,9.024426848,5.685257789,3123.868901,3123.868901,Low
10.0.0.15,10.0.0.30,24,4440,12,2220,12,2220,9.024430009,4.913964975,3614.189375,3614.189375,Low
10.0.0.15,10.0.0.28,24,4440,12,2220,12,2220,9.024433922,4.376067929,4058.437915,4058.437915,Low
10.0.0.15,10.0.0.31,24,4440,12,2220,12,2220,9.024437287,4.972205334,3571.855707,3571.855707,Low
10.0.0.15,10.0.0.29,24,4440,12,2220,12,2220,9.024444162,4.738155282,3748.294208,3748.294208,Low
10.0.0.15,10.0.0.43,24,4440,12,2220,12,2220,9.060467417,8.425412117,2107.908759,2107.908759,Low
10.0.0.15,10.0.0.48,24,4440,12,2220,12,2220,9.060471696,10.0575998,1765.828862,1765.828862,Low
10.0.0.15,10.0.0.47,24,4440,12,2220,12,2220,9.060474993,9.609183219,1848.232008,1848.232008,Low
10.0.0.15,10.0.0.46,24,4440,12,2220,12,2220,9.060478314,9.390321629,1891.30902,1891.30902,Low
10.0.0.15,10.0.0.49,24,4440,12,2220,12,2220,9.060481371,10.41990206,1704.430608,1704.430608,Low
10.0.0.15,10.0.0.45,24,4440,12,2220,12,2220,9.080918579,8.887807169,1998.243173,1998.243173,Low
10.0.0.15,10.0.0.39,24,4440,12,2220,12,2220,9.080921903,7.669731647,2315.59601,2315.59601,Low
10.0.0.15,10.0.0.34,24,4440,12,2220,12,2220,9.080929323,6.054090108,2933.553958,2933.553958,Low
10.0.0.15,10.0.0.41,24,4440,12,2220,12,2220,9.080932588,7.930248746,2239.52622,2239.52622,Low
10.0.0.15,10.0.0.38,24,4440,12,2220,12,2220,9.080935947,7.129967321,2490.895007,2490.895007,Low
10.0.0.15,10.0.0.33,24,4440,12,2220,12,2220,9.080939031,5.823090786,3049.926689,3049.926689,Low
10.0.0.15,10.0.0.42,24,4440,12,2220,12,2220,9.080941924,8.17882493,2171.461078,2171.461078,Low
10.0.0.15,10.0.0.44,24,4440,12,2220,12,2220,9.133909357,8.782147683,2022.284371,2022.284371,Low
10.0.0.16,10.0.0.17,8,1480,4,740,4,740,9.015834704,0.150470046,39343.37868,39343.37868,Low
10.0.0.16,10.0.0.20,16,2960,8,1480,8,1480,9.02444724,1.242849099,9526.498438,9526.498438,Low
10.0.0.16,10.0.0.19,16,2960,8,1480,8,1480,9.024450099,0.819065166,14455.50426,14455.50426,Low
10.0.0.16,10.0.0.18,16,2960,8,1480,8,1480,9.024452969,0.767243436,15431.86875,15431.86875,Low
10.0.0.16,10.0.0.21,16,2960,8,1480,8,1480,9.024455875,1.530742932,7734.806252,7734.806252,Low
10.0.0.16,10.0.0.22,16,2960,8,1480,8,1480,9.02446122,1.869826942,6332.136806,6332.136806,Low
10.0.0.16,10.0.0.23,16,2960,8,1480,8,1480,9.024464219,2.277559663,5198.546581,5198.546581,Low
10.0.0.16,10.0.0.25,16,2960,8,1480,8,1480,9.024467023,2.93269776,4037.238396,4037.238396,Low
10.0.0.16,10.0.0.24,16,2960,8,1480,8,1480,9.024471779,2.633831251,4495.352538,4495.352538,Low
10.0.0.16,10.0.0.26,24,4440,12,2220,12,2220,9.177093445,3.328062826,5336.43772,5336.43772,Low
10.0.0.16,10.0.0.27,24,4440,12,2220,12,2220,9.177096348,3.772358971,4707.929478,4707.929478,Low
10.0.0.16,10.0.0.28,24,4440,12,2220,12,2220,9.177099275,4.281497018,4148.081833,4148.081833,Low
10.0.0.16,10.0.0.29,24,4440,12,2220,12,2220,9.177102046,4.585527666,3873.054814,3873.054814,Low
10.0.0.16,10.0.0.30,24,4440,12,2220,12,2220,9.177105389,4.761304222,3730.070412,3730.070412,Low
10.0.0.16,10.0.0.31,24,4440,12,2220,12,2220,9.177111284,4.819546511,3684.994005,3684.994005,Low
10.0.0.16,10.0.0.32,24,4440,12,2220,12,2220,9.177114807,5.532561105,3210.086552,3210.086552,Low
10.0.0.16,10.0.0.33,24,4440,12,2220,12,2220,9.177117644,5.727026223,3101.085853,3101.085853,Low
10.0.0.16,10.0.0.42,24,4440,12,2220,12,2220,9.252120008,8.007659513,2217.876518,2217.876518,Low
10.0.0.16,10.0.0.45,24,4440,12,2220,12,2220,9.252183141,8.716536019,2037.506638,2037.506638,Low
10.0.0.16,10.0.0.43,24,4440,12,2220,12,2220,9.252188775,8.233712067,2156.985799,2156.985799,Low
10.0.0.16,10.0.0.48,24,4440,12,2220,12,2220,9.252191953,9.865897142,1800.140397,1800.140397,Low
10.0.0.16,10.0.0.47,24,4440,12,2220,12,2220,9.252194786,9.417470509,1885.856715,1885.856715,Low
10.0.0.16,10.0.0.37,24,4440,12,2220,12,2220,9.252204334,6.840968489,2596.123638,2596.123638,Low
10.0.0.16,10.0.0.40,24,4440,12,2220,12,2220,9.252207706,7.693358435,2308.484669,2308.484669,Low
10.0.0.16,10.0.0.35,24,4440,12,2220,12,2220,9.252210696,6.164278405,2881.115815,2881.115815,Low
10.0.0.16,10.0.0.36,24,4440,12,2220,12,2220,9.252213491,6.721688122,2642.193401,2642.193401,Low
10.0.0.16,10.0.0.39,24,4440,12,2220,12,2220,9.252216308,7.498446161,2368.4907,2368.4907,Low
10.0.0.16,10.0.0.41,24,4440,12,2220,12,2220,9.252221609,7.758966222,2288.964727,2288.964727,Low
10.0.0.16,10.0.0.38,24,4440,12,2220,12,2220,9.252224915,6.958684911,2552.206376,2552.206376,Low
10.0.0.16,10.0.0.34,24,4440,12,2220,12,2220,9.252227915,5.986276634,2966.785714,2966.785714,Low
10.0.0.16,10.0.0.44,24,4440,12,2220,12,2220,9.306970375,8.617241593,2060.984343,2060.984343,Low
10.0.0.16,10.0.0.49,24,4440,12,2220,12,2220,9.367016237,10.224309,1737.036704,1737.036704,Low
10.0.0.16,10.0.0.46,24,4440,12,2220,12,2220,9.408745009,9.042033557,1964.15993,1964.15993,Low
10.0.0.17,10.0.0.18,16,2960,8,1480,8,1480,9.314536304,0.477226841,24810.00435,24810.00435,Low
10.0.0.17,10.0.0.19,16,2960,8,1480,8,1480,9.314541682,0.528992707,22382.16112,22382.16112,Low
10.0.0.17,10.0.0.20,16,2960,8,1480,8,1480,9.366997768,0.90032002,13150.8794,13150.8794,Low
10.0.0.17,10.0.0.21,16,2960,8,1480,8,1480,9.461666001,1.113627421,10631.92211,10631.92211,Low
10.0.0.17,10.0.0.23,16,2960,8,1480,8,1480,9.461674788,1.765446805,6706.517561,6706.517561,Low
10.0.0.17,10.0.0.22,16,2960,8,1480,8,1480,9.461679037,1.432615784,8264.602507,8264.602507,Low
10.0.0.17,10.0.0.24,16,2960,8,1480,8,1480,9.461682928,2.196628868,5390.077574,5390.077574,Low
10.0.0.17,10.0.0.25,16,2960,8,1480,8,1480,9.461688394,2.495515277,4744.511127,4744.511127,Low
10.0.0.17,10.0.0.26,24,4440,12,2220,12,2220,9.648650928,2.856498775,6217.401581,6217.401581,Low
10.0.0.17,10.0.0.27,24,4440,12,2220,12,2220,9.648654451,3.300722283,5380.640501,5380.640501,Low
10.0.0.17,10.0.0.28,24,4440,12,2220,12,2220,9.64865752,3.872265265,4586.462648,4586.462648,Low
10.0.0.17,10.0.0.29,24,4440,12,2220,12,2220,9.648662117,4.114240881,4316.713706,4316.713706,Low
10.0.0.17,10.0.0.30,24,4440,12,2220,12,2220,9.686958289,4.251444509,4177.403695,4177.403695,Low
10.0.0.17,10.0.0.31,24,4440,12,2220,12,2220,9.686966187,4.321945491,4109.260526,4109.260526,Low
10.0.0.17,10.0.0.33,24,4440,12,2220,12,2220,9.686970199,5.21718394,3404.135297,3404.135297,Low
10.0.0.17,10.0.0.32,24,4440,12,2220,12,2220,9.686973238,5.08839507,3490.295025,3490.295025,Low
10.0.0.17,10.0.0.34,24,4440,12,2220,12,2220,9.686985217,5.448080949,3259.863458,3259.863458,Low
10.0.0.17,10.0.0.35,24,4440,12,2220,12,2220,9.686988356,5.822258977,3050.362423,3050.362423,Low
10.0.0.17,10.0.0.38,24,4440,12,2220,12,2220,9.686991606,6.523927691,2722.286457,2722.286457,Low
10.0.0.17,10.0.0.36,24,4440,12,2220,12,2220,9.686994617,6.286923476,2824.911114,2824.911114,Low
10.0.0.17,10.0.0.39,24,4440,12,2220,12,2220,9.686997741,7.06367136,2514.273257,2514.273257,Low
10.0.0.17,10.0.0.41,24,4440,12,2220,12,2220,9.687002993,7.369734805,2409.856049,2409.856049,Low
10.0.0.17,10.0.0.37,24,4440,12,2220,12,2220,9.687006214,6.411645343,2769.959823,2769.959823,Low
10.0.0.17,10.0.0.40,24,4440,12,2220,12,2220,9.790125499,7.164618966,2478.847805,2478.847805,Low
10.0.0.17,10.0.0.44,24,4440,12,2220,12,2220,9.790129463,8.134089269,2183.403625,2183.403625,Low
10.0.0.17,10.0.0.43,24,4440,12,2220,12,2220,9.81807827,7.6790758,2312.778316,2312.778316,Low
10.0.0.17,10.0.0.42,24,4440,12,2220,12,2220,9.818134682,7.44165746,2386.565103,2386.565103,Low
10.0.0.17,10.0.0.45,24,4440,12,2220,12,2220,9.818156003,8.274507073,2146.351419,2146.351419,Low
10.0.0.17,10.0.0.46,24,4440,12,2220,12,2220,9.818176155,8.63267101,2057.300687,2057.300687,Low
10.0.0.17,10.0.0.47,24,4440,12,2220,12,2220,9.818292193,8.851379576,2006.466884,2006.466884,Low
10.0.0.17,10.0.0.48,24,4440,12,2220,12,2220,9.83665476,9.336579671,1902.195518,1902.195518,Low
