No.,Time,Source,Destination,Protocol,Length,Info
504,4.510167036,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
505,4.510271064,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
506,4.510803765,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
507,4.510978156,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
508,4.511016271,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
509,4.51099805,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
510,4.511028456,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
511,4.511004237,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
512,4.513698937,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_PACKET_IN[Malformed Packet]
513,4.513792016,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
514,4.514238843,127.0.0.1,127.0.0.1,OpenFlow,218,Type: OFPT_PACKET_IN[Malformed Packet]
515,4.514303046,127.0.0.1,127.0.0.1,OpenFlow,218,Type: OFPT_PACKET_IN[Malformed Packet]
516,4.514313357,127.0.0.1,127.0.0.1,OpenFlow,218,Type: OFPT_PACKET_IN[Malformed Packet]
517,4.51433182,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
518,4.51438098,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
519,4.514387933,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
525,4.585227882,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
526,4.587909264,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
527,4.587960619,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
528,4.587929897,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
531,4.594183678,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
532,4.595009595,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
533,4.595035378,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
534,4.595081331,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
536,4.595153795,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
537,4.595162839,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
540,4.605184803,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
541,4.605435712,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
542,4.606052689,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
543,4.606119995,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
544,4.606132876,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
545,4.606187343,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
546,4.606698416,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
547,4.606760468,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
548,4.606778129,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
549,4.606774436,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
550,4.606783377,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
551,4.606792973,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
577,4.674843796,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
578,4.675115404,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
580,4.723033313,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
581,4.723301233,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
582,4.72328357,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
583,4.723297097,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
585,4.741062999,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
586,4.741237345,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
587,4.741460297,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
588,4.741563836,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
590,4.742105476,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
591,4.742174493,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
592,4.742185842,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
593,4.742172026,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
594,4.742181636,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
595,4.742188963,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
599,4.760844938,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
600,4.760908916,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
601,4.760977624,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
602,4.761040923,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
604,4.761410696,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
605,4.761478001,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
606,4.761491255,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
607,4.761495441,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
608,4.761504744,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
609,4.761508829,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
610,4.76149327,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
611,4.761538089,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
612,4.761545786,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
613,4.761550942,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
614,4.761556609,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
615,4.761561792,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
618,4.765121573,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
619,4.765203818,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
620,4.797350105,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
621,4.797413409,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
622,4.797452895,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
623,4.797510464,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
625,4.797979648,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
626,4.798031661,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
627,4.798066952,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
628,4.798116802,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
630,4.798530953,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
631,4.798582388,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
632,4.798598037,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
633,4.798602433,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
634,4.798613,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
635,4.798617012,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
636,4.798604793,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
637,4.798648007,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
638,4.798654945,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
639,4.798660291,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
640,4.798665998,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
641,4.798671452,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
645,4.821911675,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
646,4.822037674,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
647,4.822923533,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
648,4.823001823,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
649,4.829270162,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_PACKET_IN[Malformed Packet]
650,4.829390357,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
651,4.829372793,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
652,4.829384339,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
654,4.829905883,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
655,4.829999469,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
656,4.830501657,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
657,4.830562456,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
658,4.83057412,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
659,4.830566562,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
660,4.830620049,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
661,4.830628112,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
662,4.840736891,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
663,4.840820072,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
664,4.840897636,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
665,4.840908296,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
667,4.841305929,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
668,4.841363283,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
669,4.841379344,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
670,4.841384506,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
671,4.841399295,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
672,4.841403997,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
673,4.841404298,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
674,4.84145198,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
675,4.841459516,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
676,4.841465696,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
677,4.841472592,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
678,4.841477948,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
688,4.853168546,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
689,4.853278435,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
690,4.85379741,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
691,4.853859463,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
692,4.853874431,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
693,4.853888216,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
694,4.853943943,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
695,4.853952178,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
702,4.859028902,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
703,4.859129901,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
716,4.899591921,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
717,4.899841797,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
718,4.899942531,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
719,4.899992112,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
720,4.90014464,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
721,4.900249464,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
723,4.900734167,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
724,4.900853247,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
725,4.901036831,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
726,4.901181326,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
727,4.901199317,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
728,4.901204394,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
729,4.90120792,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
730,4.901217399,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
731,4.901223015,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
732,4.901226329,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
733,4.901238231,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
734,4.901256024,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
735,4.901264919,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
736,4.90127148,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
737,4.901278388,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
738,4.901282561,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
739,4.90128908,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
740,4.901294062,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
741,4.901298597,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
742,4.901304512,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
747,4.913550005,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
748,4.913705702,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
749,4.914084633,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
750,4.914161872,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
751,4.914175045,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
752,4.914170305,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
753,4.914180633,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
754,4.914187164,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
755,4.925294201,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_PACKET_IN[Malformed Packet]
756,4.925410169,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
757,4.925710092,127.0.0.1,127.0.0.1,OpenFlow,218,Type: OFPT_PACKET_IN[Malformed Packet]
758,4.925780578,127.0.0.1,127.0.0.1,OpenFlow,218,Type: OFPT_PACKET_IN[Malformed Packet]
759,4.92579107,127.0.0.1,127.0.0.1,OpenFlow,218,Type: OFPT_PACKET_IN[Malformed Packet]
760,4.925787508,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
761,4.925832224,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
762,4.925839331,127.0.0.1,127.0.0.1,OpenFlow,224,Type: OFPT_PACKET_OUT[Malformed Packet]
763,4.928852938,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
764,4.928969929,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
765,4.929211067,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
766,4.929285308,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
767,4.92955226,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
768,4.929617602,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
769,4.92962863,127.0.0.1,127.0.0.1,OpenFlow,198,Type: OFPT_PACKET_IN[Malformed Packet]
770,4.929623705,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
771,4.929667068,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
772,4.929673954,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
773,4.940318698,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
774,4.940493034,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
775,4.94052803,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
776,4.940583427,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
777,4.940842069,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
778,4.94091264,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
779,4.940929781,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
780,4.940916232,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
781,4.940924127,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
782,4.940930261,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
783,4.962065729,127.0.0.1,127.0.0.1,OpenFlow,306,Type: OFPT_PACKET_IN[Malformed Packet]
784,4.962212637,127.0.0.1,127.0.0.1,OpenFlow,312,Type: OFPT_PACKET_OUT[Malformed Packet]
785,4.962561974,127.0.0.1,127.0.0.1,OpenFlow,306,Type: OFPT_PACKET_IN[Malformed Packet]
786,4.962638629,127.0.0.1,127.0.0.1,OpenFlow,306,Type: OFPT_PACKET_IN[Malformed Packet]
787,4.96264973,127.0.0.1,127.0.0.1,OpenFlow,306,Type: OFPT_PACKET_IN[Malformed Packet]
788,4.96267891,127.0.0.1,127.0.0.1,OpenFlow,312,Type: OFPT_PACKET_OUT[Malformed Packet]
789,4.962736958,127.0.0.1,127.0.0.1,OpenFlow,312,Type: OFPT_PACKET_OUT[Malformed Packet]
790,4.962745073,127.0.0.1,127.0.0.1,OpenFlow,312,Type: OFPT_PACKET_OUT[Malformed Packet]
792,4.993052161,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
793,4.993066425,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
794,4.993295141,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
795,4.99331282,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
797,4.998944916,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
798,4.999148397,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
799,4.999434159,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
800,4.999509224,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
801,4.999523119,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
802,4.999560491,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
803,4.999570004,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
804,4.999576566,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
806,5.00533609,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
807,5.00553466,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
808,5.012986727,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
809,5.013174275,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
810,5.013466464,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
811,5.013541076,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
812,5.013551658,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
813,5.013592745,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
814,5.013636779,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
815,5.013643794,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
817,5.056237876,127.0.0.1,127.0.0.1,OpenFlow,306,Type: OFPT_PACKET_IN[Malformed Packet]
818,5.056989908,127.0.0.1,127.0.0.1,OpenFlow,312,Type: OFPT_PACKET_OUT[Malformed Packet]
819,5.057878456,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
820,5.058018209,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
821,5.05829444,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
822,5.058368236,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
823,5.058384701,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
824,5.058419185,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
825,5.058428243,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
826,5.05843529,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
828,5.074758168,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
829,5.07493487,127.0.0.1,127.0.0.1,OpenFlow,324,Type: OFPT_PACKET_OUT[Malformed Packet]
830,5.082290746,127.0.0.1,127.0.0.1,OpenFlow,206,Type: OFPT_PACKET_IN[Malformed Packet]
831,5.082459513,127.0.0.1,127.0.0.1,OpenFlow,204,Type: OFPT_PACKET_OUT[Malformed Packet]
832,5.09440431,127.0.0.1,127.0.0.1,OpenFlow,215,Type: OFPT_PACKET_IN[Malformed Packet]
833,5.094560699,127.0.0.1,127.0.0.1,OpenFlow,221,Type: OFPT_PACKET_OUT[Malformed Packet]
838,5.11789294,127.0.0.1,127.0.0.1,OpenFlow,318,Type: OFPT_PACKET_IN
