Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
10.0.0.10,10.0.0.46,24,4440,12,2220,12,2220,5.010886062,5.2911429,3356.552702,3356.552702
10.0.0.10,10.0.0.26,24,4440,12,2220,12,2220,5.160142963,7.025451474,2527.951416,2527.951416
10.0.0.10,10.0.0.34,24,4440,12,2220,12,2220,5.544353832,6.016513109,2951.875892,2951.875892
10.0.0.10,10.0.0.44,24,4440,12,2220,12,2220,5.555738302,4.22232504,4206.213362,4206.213362
10.0.0.10,10.0.0.25,16,2960,8,1480,8,1480,5.686756703,5.685711595,2082.413046,2082.413046
10.0.0.10,10.0.0.40,24,4440,12,2220,12,2220,5.686777468,4.686983596,3789.217444,3789.217444
10.0.0.10,10.0.0.22,16,2960,8,1480,8,1480,5.816731934,0.566033665,20917.48377,20917.48377
10.0.0.10,10.0.0.41,24,4440,12,2220,12,2220,5.992168024,1.245030279,14264.71332,14264.71332
10.0.0.10,10.0.0.17,8,1480,4,740,4,740,6.140938013,4.269770688,1386.491321,1386.491321
10.0.0.10,10.0.0.36,24,4440,12,2220,12,2220,6.14094467,6.205701923,2861.884154,2861.884154
10.0.0.10,10.0.0.19,16,2960,8,1480,8,1480,6.674717152,0.520896214,22730.05578,22730.05578
10.0.0.10,10.0.0.24,16,2960,8,1480,8,1480,6.830377031,3.872840717,3057.187441,3057.187441
10.0.0.10,10.0.0.30,24,4440,12,2220,12,2220,7.224863163,1.10374197,16090.71729,16090.71729
10.0.0.10,10.0.0.16,8,1480,4,740,4,740,7.351374381,0.878734583,6736.9603,6736.9603
10.0.0.10,10.0.0.45,24,4440,12,2220,12,2220,7.440314391,4.197096098,4231.497108,4231.497108
10.0.0.10,10.0.0.31,24,4440,12,2220,12,2220,7.732173285,0.774866603,22920.07415,22920.07415
10.0.0.10,10.0.0.21,16,2960,8,1480,8,1480,8.028795087,1.339964443,8836.055361,8836.055361
10.0.0.10,10.0.0.11,8,1480,4,740,4,740,8.220392009,3.235086268,1829.935745,1829.935745
10.0.0.10,10.0.0.13,8,1480,4,740,4,740,8.574874013,3.606455763,1641.500794,1641.500794
10.0.0.10,10.0.0.12,8,1480,4,740,4,740,9.017417128,1.532523628,3862.909447,3862.909447
10.0.0.10,10.0.0.32,24,4440,12,2220,12,2220,9.163889301,0.606516917,29281.95324,29281.95324
10.0.0.10,10.0.0.38,24,4440,12,2220,12,2220,9.258269751,1.291871578,13747.4965,13747.4965
10.0.0.10,10.0.0.20,16,2960,8,1480,8,1480,10.18440972,2.029126703,5835.022516,5835.022516
10.0.0.10,10.0.0.29,24,4440,12,2220,12,2220,11.19055545,1.127215785,15755.63458,15755.63458
10.0.0.10,10.0.0.23,16,2960,8,1480,8,1480,12.13038906,0.648143968,18267.54639,18267.54639
10.0.0.11,10.0.0.14,8,1480,4,740,4,740,5.002661122,3.987873566,1484.500424,1484.500424
10.0.0.11,10.0.0.22,16,2960,8,1480,8,1480,5.160138626,2.736227356,4327.125805,4327.125805
10.0.0.11,10.0.0.21,16,2960,8,1480,8,1480,5.257871904,5.884370633,2012.109831,2012.109831
10.0.0.11,10.0.0.24,16,2960,8,1480,8,1480,5.816813851,2.115671683,5596.331461,5596.331461
10.0.0.11,10.0.0.35,24,4440,12,2220,12,2220,6.1143397,3.484080128,5097.471742,5097.471742
10.0.0.11,10.0.0.18,16,2960,8,1480,8,1480,6.388763642,1.019719362,11611.03774,11611.03774
10.0.0.11,10.0.0.28,24,4440,12,2220,12,2220,6.444839434,2.212319933,8027.771994,8027.771994
10.0.0.11,10.0.0.25,16,2960,8,1480,8,1480,6.564202937,4.578059344,2586.248694,2586.248694
10.0.0.11,10.0.0.26,24,4440,12,2220,12,2220,6.59292824,3.591741579,4944.67645,4944.67645
10.0.0.11,10.0.0.44,24,4440,12,2220,12,2220,6.695299704,0.676722317,26244.14705,26244.14705
10.0.0.11,10.0.0.13,8,1480,4,740,4,740,7.351317144,0.80536983,7350.660255,7350.660255
10.0.0.11,10.0.0.41,24,4440,12,2220,12,2220,7.394693829,3.044172148,5834.098447,5834.098447
10.0.0.11,10.0.0.37,24,4440,12,2220,12,2220,7.394704758,5.182901153,3426.65227,3426.65227
10.0.0.11,10.0.0.48,24,4440,12,2220,12,2220,8.156527435,1.621555534,10952.44636,10952.44636
10.0.0.11,10.0.0.16,8,1480,4,740,4,740,8.515947938,3.526053387,1678.930904,1678.930904
10.0.0.11,10.0.0.30,24,4440,12,2220,12,2220,8.92124697,1.263402666,14057.27602,14057.27602
10.0.0.11,10.0.0.15,8,1480,4,740,4,740,10.05990925,1.130811467,5235.178606,5235.178606
10.0.0.11,10.0.0.19,16,2960,8,1480,8,1480,10.12105881,0.487973579,24263.60875,24263.60875
10.0.0.11,10.0.0.38,24,4440,12,2220,12,2220,10.49164445,1.713236648,10366.34374,10366.34374
10.0.0.12,10.0.0.14,8,1480,4,740,4,740,5.140119661,4.309821862,1373.606657,1373.606657
10.0.0.12,10.0.0.13,8,1480,4,740,4,740,5.257864789,6.784217366,872.61355,872.61355
10.0.0.12,10.0.0.42,24,4440,12,2220,12,2220,5.555810387,1.733608175,10244.52945,10244.52945
10.0.0.12,10.0.0.19,16,2960,8,1480,8,1480,5.686787142,7.09184757,1669.522629,1669.522629
10.0.0.12,10.0.0.24,16,2960,8,1480,8,1480,5.706921446,2.225571673,5319.981443,5319.981443
10.0.0.12,10.0.0.47,24,4440,12,2220,12,2220,5.956226454,5.908624788,3005.775563,3005.775563
10.0.0.12,10.0.0.15,8,1480,4,740,4,740,6.020248013,3.355153022,1764.450075,1764.450075
10.0.0.12,10.0.0.39,24,4440,12,2220,12,2220,6.226666637,6.119961045,2901.979256,2901.979256
10.0.0.12,10.0.0.48,24,4440,12,2220,12,2220,6.226675,0.537091917,33066.96571,33066.96571
10.0.0.12,10.0.0.18,16,2960,8,1480,8,1480,6.388769425,5.342742173,2216.090468,2216.090468
10.0.0.12,10.0.0.22,16,2960,8,1480,8,1480,7.394684857,4.792634615,2470.457473,2470.457473
10.0.0.12,10.0.0.29,24,4440,12,2220,12,2220,7.394707932,4.066910501,4366.951276,4366.951276
10.0.0.12,10.0.0.26,24,4440,12,2220,12,2220,7.440292098,2.744340415,6471.500366,6471.500366
10.0.0.12,10.0.0.34,24,4440,12,2220,12,2220,8.109473791,3.419496186,5193.747568,5193.747568
10.0.0.12,10.0.0.17,8,1480,4,740,4,740,8.156518098,2.653943127,2230.643129,2230.643129
10.0.0.12,10.0.0.21,16,2960,8,1480,8,1480,8.432748256,3.710447116,3190.990096,3190.990096
10.0.0.12,10.0.0.41,24,4440,12,2220,12,2220,8.700292486,3.48531486,5095.665876,5095.665876
10.0.0.12,10.0.0.11,8,1480,4,740,4,740,8.904878982,0.709512127,8343.761544,8343.761544
10.0.0.12,10.0.0.27,24,4440,12,2220,12,2220,8.921241728,3.42541088,5184.779468,5184.779468
10.0.0.12,10.0.0.40,24,4440,12,2220,12,2220,9.450567935,0.628463528,28259.39646,28259.39646
10.0.0.12,10.0.0.45,24,4440,12,2220,12,2220,9.557988828,1.367888307,12983.5162,12983.5162
10.0.0.12,10.0.0.35,24,4440,12,2220,12,2220,10.68303132,0.777001087,22857.11088,22857.11088
10.0.0.12,10.0.0.25,16,2960,8,1480,8,1480,11.76250505,1.016077453,11652.65499,11652.65499
10.0.0.13,10.0.0.45,24,4440,12,2220,12,2220,5.002672106,3.897198625,4557.119539,4557.119539
10.0.0.13,10.0.0.31,24,4440,12,2220,12,2220,5.160146908,4.504717001,3942.534014,3942.534014
10.0.0.13,10.0.0.35,24,4440,12,2220,12,2220,5.448192853,6.864922856,2587.06476,2587.06476
10.0.0.13,10.0.0.32,24,4440,12,2220,12,2220,5.555813379,6.88505329,2579.500732,2579.500732
10.0.0.13,10.0.0.38,24,4440,12,2220,12,2220,5.833213404,4.196568013,4232.029588,4232.029588
10.0.0.13,10.0.0.15,8,1480,4,740,4,740,5.927785295,5.262916839,1124.851519,1124.851519
10.0.0.13,10.0.0.14,8,1480,4,740,4,740,6.140929944,5.570330329,1062.773597,1062.773597
10.0.0.13,10.0.0.20,16,2960,8,1480,8,1480,6.226672006,5.481027072,2160.179077,2160.179077
10.0.0.13,10.0.0.42,24,4440,12,2220,12,2220,6.296476668,6.677206966,2659.794745,2659.794745
10.0.0.13,10.0.0.36,24,4440,12,2220,12,2220,6.444844079,6.275696972,2829.964557,2829.964557
10.0.0.13,10.0.0.27,24,4440,12,2220,12,2220,6.619925752,1.161014908,15296.9612,15296.9612
10.0.0.13,10.0.0.18,16,2960,8,1480,8,1480,6.988264126,2.380455025,4973.838983,4973.838983
10.0.0.13,10.0.0.39,24,4440,12,2220,12,2220,7.339538913,1.167665824,15209.83113,15209.83113
10.0.0.13,10.0.0.17,8,1480,4,740,4,740,7.731933538,1.882430109,3144.871075,3144.871075
10.0.0.13,10.0.0.25,16,2960,8,1480,8,1480,7.732528861,4.862104765,2435.159375,2435.159375
10.0.0.13,10.0.0.16,8,1480,4,740,4,740,9.081657659,3.5487358,1668.199701,1668.199701
10.0.0.13,10.0.0.19,16,2960,8,1480,8,1480,9.375268032,1.216519114,9732.687192,9732.687192
10.0.0.13,10.0.0.30,24,4440,12,2220,12,2220,10.96725541,1.379378493,12875.36386,12875.36386
10.0.0.13,10.0.0.49,24,4440,12,2220,12,2220,11.56499064,0.761482246,23322.93378,23322.93378
10.0.0.13,10.0.0.26,24,4440,12,2220,12,2220,12.18081194,0.553972058,32059.37871,32059.37871
10.0.0.14,10.0.0.18,16,2960,8,1480,8,1480,5.270998552,5.981744923,1979.355548,1979.355548
10.0.0.14,10.0.0.37,24,4440,12,2220,12,2220,5.992172337,5.926493805,2996.712826,2996.712826
10.0.0.14,10.0.0.45,24,4440,12,2220,12,2220,6.29648441,5.918963025,3000.525586,3000.525586
10.0.0.14,10.0.0.15,8,1480,4,740,4,740,6.388712139,1.076370643,5499.964198,5499.964198
10.0.0.14,10.0.0.25,16,2960,8,1480,8,1480,6.619902998,1.452076594,8153.839852,8153.839852
10.0.0.14,10.0.0.30,24,4440,12,2220,12,2220,6.619922184,3.384558786,5247.360475,5247.360475
10.0.0.14,10.0.0.23,16,2960,8,1480,8,1480,6.803856284,1.824891899,6488.055543,6488.055543
10.0.0.14,10.0.0.43,24,4440,12,2220,12,2220,7.288726541,3.663336495,4848.039492,4848.039492
10.0.0.14,10.0.0.36,24,4440,12,2220,12,2220,7.339471327,1.920862762,9245.845331,9245.845331
10.0.0.14,10.0.0.34,24,4440,12,2220,12,2220,7.464411318,2.974473915,5970.803748,5970.803748
10.0.0.14,10.0.0.46,24,4440,12,2220,12,2220,7.743715586,4.26113754,4167.901137,4167.901137
10.0.0.14,10.0.0.10,8,1480,4,740,4,740,8.515940146,0.297552519,19895.6474,19895.6474
10.0.0.14,10.0.0.49,24,4440,12,2220,12,2220,8.645008336,2.307074143,7698.06209,7698.06209
10.0.0.14,10.0.0.16,8,1480,4,740,4,740,9.046293724,1.122666199,5273.161342,5273.161342
10.0.0.14,10.0.0.39,24,4440,12,2220,12,2220,9.449958944,2.079036492,8542.4186,8542.4186
10.0.0.14,10.0.0.41,24,4440,12,2220,12,2220,9.450464328,1.740592823,10203.42022,10203.42022
10.0.0.14,10.0.0.38,24,4440,12,2220,12,2220,9.833663637,3.031740401,5858.021351,5858.021351
10.0.0.14,10.0.0.42,24,4440,12,2220,12,2220,11.09060053,1.003856023,17691.78009,17691.78009
10.0.0.15,10.0.0.30,24,4440,12,2220,12,2220,5.456223656,1.366327198,12998.35063,12998.35063
10.0.0.15,10.0.0.16,8,1480,4,740,4,740,5.686760914,5.149975108,1149.520119,1149.520119
10.0.0.15,10.0.0.24,16,2960,8,1480,8,1480,6.020269032,0.284759569,41578.93637,41578.93637
10.0.0.15,10.0.0.44,24,4440,12,2220,12,2220,6.100258085,2.20324821,8060.825793,8060.825793
10.0.0.15,10.0.0.37,24,4440,12,2220,12,2220,6.140941682,4.949999942,3587.87883,3587.87883
10.0.0.15,10.0.0.22,16,2960,8,1480,8,1480,6.931833664,0.136524134,86724.59332,86724.59332
10.0.0.15,10.0.0.34,24,4440,12,2220,12,2220,7.065311793,5.972197625,2973.77969,2973.77969
10.0.0.15,10.0.0.17,8,1480,4,740,4,740,7.175341964,0.854042101,6931.742584,6931.742584
10.0.0.15,10.0.0.10,8,1480,4,740,4,740,7.188284118,4.668455749,1268.085277,1268.085277
10.0.0.15,10.0.0.28,24,4440,12,2220,12,2220,7.394688196,3.53040694,5030.581545,5030.581545
10.0.0.15,10.0.0.39,24,4440,12,2220,12,2220,7.833116626,0.522989946,33958.5878,33958.5878
10.0.0.15,10.0.0.27,24,4440,12,2220,12,2220,8.156533937,4.029042467,4407.995236,4407.995236
10.0.0.15,10.0.0.31,24,4440,12,2220,12,2220,8.324071105,3.612186941,4916.689056,4916.689056
10.0.0.15,10.0.0.19,16,2960,8,1480,8,1480,8.432751323,2.176269452,5440.502778,5440.502778
10.0.0.15,10.0.0.29,24,4440,12,2220,12,2220,8.57489482,0.466545986,38066.98703,38066.98703
10.0.0.15,10.0.0.48,24,4440,12,2220,12,2220,11.27350789,0.810482578,21912.87078,21912.87078
10.0.0.16,10.0.0.12,8,1480,4,740,4,740,5.678161233,3.094472067,1913.088847,1913.088847
10.0.0.16,10.0.0.35,24,4440,12,2220,12,2220,5.686774438,3.573588536,4969.794318,4969.794318
10.0.0.16,10.0.0.44,24,4440,12,2220,12,2220,5.992179181,2.241965027,7921.622231,7921.622231
10.0.0.16,10.0.0.33,24,4440,12,2220,12,2220,6.759741785,3.781412457,4696.657718,4696.657718
10.0.0.16,10.0.0.45,24,4440,12,2220,12,2220,6.908710473,0.873220432,20338.50715,20338.50715
10.0.0.16,10.0.0.38,24,4440,12,2220,12,2220,7.08122186,1.992684398,8912.600519,8912.600519
10.0.0.16,10.0.0.47,24,4440,12,2220,12,2220,7.440325816,4.907459613,3618.980369,3618.980369
10.0.0.16,10.0.0.21,16,2960,8,1480,8,1480,7.732508396,3.409773693,3472.371209,3472.371209
10.0.0.16,10.0.0.19,16,2960,8,1480,8,1480,7.833174661,3.985478488,2970.785073,2970.785073
10.0.0.16,10.0.0.26,24,4440,12,2220,12,2220,8.574904159,2.089528568,8499.524856,8499.524856
10.0.0.16,10.0.0.31,24,4440,12,2220,12,2220,9.163892511,3.182781879,5580.024229,5580.024229
10.0.0.16,10.0.0.43,24,4440,12,2220,12,2220,10.1688283,2.554892662,6951.368355,6951.368355
10.0.0.16,10.0.0.48,24,4440,12,2220,12,2220,10.7019326,0.935494879,18984.60419,18984.60419
10.0.0.16,10.0.0.30,24,4440,12,2220,12,2220,12.34582517,0.770180821,23059.51994,23059.51994
10.0.0.17,10.0.0.19,16,2960,8,1480,8,1480,5.002668782,7.140517917,1658.143028,1658.143028
10.0.0.17,10.0.0.14,8,1480,4,740,4,740,5.257877841,1.687026963,3509.131822,3509.131822
10.0.0.17,10.0.0.23,16,2960,8,1480,8,1480,5.45622791,4.592842934,2577.923994,2577.923994
10.0.0.17,10.0.0.16,8,1480,4,740,4,740,5.576421224,5.015359225,1180.374074,1180.374074
10.0.0.17,10.0.0.33,24,4440,12,2220,12,2220,6.592982735,4.071456644,4362.075187,4362.075187
10.0.0.17,10.0.0.21,16,2960,8,1480,8,1480,6.830360702,0.849312093,13940.694,13940.694
10.0.0.17,10.0.0.11,8,1480,4,740,4,740,6.944380706,0.958223659,6178.098343,6178.098343
10.0.0.17,10.0.0.41,24,4440,12,2220,12,2220,6.965105941,2.031352183,8742.944797,8742.944797
10.0.0.17,10.0.0.45,24,4440,12,2220,12,2220,7.081217652,3.220777446,5514.196587,5514.196587
10.0.0.17,10.0.0.31,24,4440,12,2220,12,2220,7.081225298,5.956294832,2981.719425,2981.719425
10.0.0.17,10.0.0.27,24,4440,12,2220,12,2220,7.165082246,1.020184336,17408.61859,17408.61859
10.0.0.17,10.0.0.22,16,2960,8,1480,8,1480,7.394675384,2.442363728,4847.76279,4847.76279
10.0.0.17,10.0.0.46,24,4440,12,2220,12,2220,7.902634475,2.77498128,6400.043174,6400.043174
10.0.0.17,10.0.0.35,24,4440,12,2220,12,2220,9.612257301,2.573331172,6901.560201,6901.560201
10.0.0.17,10.0.0.32,24,4440,12,2220,12,2220,10.07871072,0.222203269,79926.81692,79926.81692
10.0.0.17,10.0.0.37,24,4440,12,2220,12,2220,10.07872491,0.890554505,19942.63114,19942.63114
10.0.0.17,10.0.0.18,16,2960,8,1480,8,1480,10.43067149,2.347948363,5042.700336,5042.700336
10.0.0.17,10.0.0.25,16,2960,8,1480,8,1480,10.91836701,1.29512526,9141.972878,9141.972878
10.0.0.17,10.0.0.49,24,4440,12,2220,12,2220,10.91837721,0.858334625,20691.231,20691.231
10.0.0.17,10.0.0.20,16,2960,8,1480,8,1480,11.33037578,1.448230234,8175.495665,8175.495665
10.0.0.18,10.0.0.25,8,1480,4,740,4,740,5.063804818,1.971895556,3002.187404,3002.187404
10.0.0.18,10.0.0.27,16,2960,8,1480,8,1480,5.1405188,6.95149412,1703.23096,1703.23096
10.0.0.18,10.0.0.15,16,2960,8,1480,8,1480,5.160402672,2.512880778,4711.723733,4711.723733
10.0.0.18,10.0.0.21,8,1480,4,740,4,740,5.274464885,0.362730763,16320.64496,16320.64496
10.0.0.18,10.0.0.41,16,2960,8,1480,8,1480,5.456940865,0.877251813,13496.69482,13496.69482
10.0.0.18,10.0.0.30,16,2960,8,1480,8,1480,6.438433537,0.130713001,90580.12523,90580.12523
10.0.0.18,10.0.0.38,16,2960,8,1480,8,1480,6.455037571,3.452547867,3429.35144,3429.35144
10.0.0.18,10.0.0.10,16,2960,8,1480,8,1480,6.715232664,2.904267306,4076.759731,4076.759731
10.0.0.18,10.0.0.32,16,2960,8,1480,8,1480,6.808359413,3.221311104,3675.522052,3675.522052
10.0.0.18,10.0.0.19,8,1480,4,740,4,740,6.988521352,3.936524255,1503.864734,1503.864734
10.0.0.18,10.0.0.16,16,2960,8,1480,8,1480,7.32901347,4.801901435,2465.689927,2465.689927
10.0.0.18,10.0.0.29,16,2960,8,1480,8,1480,7.962399283,0.604367475,19590.72996,19590.72996
10.0.0.18,10.0.0.39,16,2960,8,1480,8,1480,9.309594056,1.975655485,5992.947703,5992.947703
10.0.0.18,10.0.0.49,16,2960,8,1480,8,1480,9.665968655,0.363708522,32553.54022,32553.54022
10.0.0.18,10.0.0.24,8,1480,4,740,4,740,9.693466971,1.953274331,3030.808272,3030.808272
10.0.0.18,10.0.0.31,16,2960,8,1480,8,1480,9.752806233,0.658186241,17988.8294,17988.8294
10.0.0.18,10.0.0.23,8,1480,4,740,4,740,10.03670019,0.374039973,15827.1854,15827.1854
10.0.0.18,10.0.0.37,16,2960,8,1480,8,1480,10.37276054,1.188188322,9964.750352,9964.750352
10.0.0.18,10.0.0.28,16,2960,8,1480,8,1480,11.85624534,0.490343338,24146.34621,24146.34621
10.0.0.19,10.0.0.35,16,2960,8,1480,8,1480,5.135204991,2.354297929,5029.100121,5029.100121
10.0.0.19,10.0.0.43,16,2960,8,1480,8,1480,5.140505728,4.630778552,2556.805485,2556.805485
10.0.0.19,10.0.0.48,16,2960,8,1480,8,1480,5.140508907,7.69953117,1537.755967,1537.755967
10.0.0.19,10.0.0.29,16,2960,8,1480,8,1480,6.011565986,2.55519002,4633.706263,4633.706263
10.0.0.19,10.0.0.34,16,2960,8,1480,8,1480,6.382610785,0.554126325,21366.96898,21366.96898
10.0.0.19,10.0.0.22,8,1480,4,740,4,740,6.928330382,0.443828382,13338.48902,13338.48902
10.0.0.19,10.0.0.20,8,1480,4,740,4,740,7.068155974,3.700842389,1599.635807,1599.635807
10.0.0.19,10.0.0.26,16,2960,8,1480,8,1480,7.142982709,4.071215899,2908.222087,2908.222087
10.0.0.19,10.0.0.42,16,2960,8,1480,8,1480,7.175878321,3.803853144,3112.633309,3112.633309
10.0.0.19,10.0.0.31,16,2960,8,1480,8,1480,7.636376743,2.804297897,4222.090675,4222.090675
10.0.0.19,10.0.0.49,16,2960,8,1480,8,1480,7.895679841,4.188641543,2826.69211,2826.69211
10.0.0.19,10.0.0.28,16,2960,8,1480,8,1480,7.962403044,3.229650562,3666.031285,3666.031285
10.0.0.19,10.0.0.27,16,2960,8,1480,8,1480,8.151167929,4.547626691,2603.555834,2603.555834
10.0.0.19,10.0.0.46,16,2960,8,1480,8,1480,8.18667257,3.897420706,3037.906578,3037.906578
10.0.0.19,10.0.0.38,16,2960,8,1480,8,1480,8.301477555,1.742261076,6795.766813,6795.766813
10.0.0.19,10.0.0.47,16,2960,8,1480,8,1480,8.341690284,3.965468454,2985.775864,2985.775864
10.0.0.19,10.0.0.14,16,2960,8,1480,8,1480,8.588202343,4.110668836,2880.309865,2880.309865
10.0.0.19,10.0.0.30,16,2960,8,1480,8,1480,9.752819159,0.326138877,36303.55298,36303.55298
10.0.0.20,10.0.0.42,16,2960,8,1480,8,1480,4.993905723,7.221534838,1639.540661,1639.540661
10.0.0.20,10.0.0.26,16,2960,8,1480,8,1480,5.274433723,0.842896911,14046.79486,14046.79486
10.0.0.20,10.0.0.31,16,2960,8,1480,8,1480,5.456944504,2.032504329,5825.325846,5825.325846
10.0.0.20,10.0.0.40,16,2960,8,1480,8,1480,5.508124811,2.601686876,4550.893541,4550.893541
10.0.0.20,10.0.0.25,8,1480,4,740,4,740,5.545463018,5.650739796,1047.650434,1047.650434
10.0.0.20,10.0.0.11,16,2960,8,1480,8,1480,6.01158262,5.699824623,2077.256895,2077.256895
10.0.0.20,10.0.0.33,16,2960,8,1480,8,1480,6.110486964,6.588268678,1797.133751,1797.133751
10.0.0.20,10.0.0.14,16,2960,8,1480,8,1480,6.110502805,6.155948459,1923.342939,1923.342939
10.0.0.20,10.0.0.12,16,2960,8,1480,8,1480,6.438454055,2.068315594,5724.46489,5724.46489
10.0.0.20,10.0.0.15,16,2960,8,1480,8,1480,6.715229827,3.149768047,3759.006956,3759.006956
10.0.0.20,10.0.0.48,16,2960,8,1480,8,1480,6.808349938,4.735911519,2500.046707,2500.046707
10.0.0.20,10.0.0.16,16,2960,8,1480,8,1480,7.164505095,3.327256734,3558.48705,3558.48705
10.0.0.20,10.0.0.38,16,2960,8,1480,8,1480,7.164511207,1.608183555,7362.34366,7362.34366
10.0.0.20,10.0.0.21,8,1480,4,740,4,740,8.157739848,1.449964387,4082.858899,4082.858899
10.0.0.20,10.0.0.43,16,2960,8,1480,8,1480,8.588199294,3.164072712,3742.012614,3742.012614
10.0.0.20,10.0.0.30,16,2960,8,1480,8,1480,8.75872261,0.334840972,35360.06938,35360.06938
10.0.0.20,10.0.0.18,8,1480,4,740,4,740,8.776734381,1.767756992,3348.876586,3348.876586
10.0.0.20,10.0.0.32,16,2960,8,1480,8,1480,9.168853654,1.533603673,7720.377962,7720.377962
10.0.0.20,10.0.0.41,16,2960,8,1480,8,1480,9.309589631,2.251415754,5258.913188,5258.913188
10.0.0.20,10.0.0.36,16,2960,8,1480,8,1480,10.06158677,0.31226116,37916.97949,37916.97949
10.0.0.20,10.0.0.23,8,1480,4,740,4,740,10.29048836,0.30124493,19651.78302,19651.78302
10.0.0.20,10.0.0.46,16,2960,8,1480,8,1480,10.55293952,1.531146472,7732.767711,7732.767711
10.0.0.21,10.0.0.41,16,2960,8,1480,8,1480,5.002715073,3.418590426,3463.415772,3463.415772
10.0.0.21,10.0.0.37,16,2960,8,1480,8,1480,5.274430601,3.766992863,3143.090638,3143.090638
10.0.0.21,10.0.0.15,16,2960,8,1480,8,1480,5.545469602,3.500699067,3382.181608,3382.181608
10.0.0.21,10.0.0.38,16,2960,8,1480,8,1480,5.831430449,1.006159978,11767.51238,11767.51238
10.0.0.21,10.0.0.40,16,2960,8,1480,8,1480,6.302792915,6.375141706,1857.213619,1857.213619
10.0.0.21,10.0.0.19,8,1480,4,740,4,740,6.336787242,6.362064668,930.5155337,930.5155337
10.0.0.21,10.0.0.30,16,2960,8,1480,8,1480,6.455106585,4.687129827,2526.066151,2526.066151
10.0.0.21,10.0.0.25,8,1480,4,740,4,740,6.563308391,2.033122596,2911.77719,2911.77719
10.0.0.21,10.0.0.49,16,2960,8,1480,8,1480,7.035311435,0.254049091,46605.16577,46605.16577
10.0.0.21,10.0.0.47,16,2960,8,1480,8,1480,7.249129288,5.057992019,2340.849878,2340.849878
10.0.0.21,10.0.0.29,16,2960,8,1480,8,1480,7.329028293,1.177991251,10051.00843,10051.00843
10.0.0.21,10.0.0.23,8,1480,4,740,4,740,7.32904544,4.489472397,1318.640472,1318.640472
10.0.0.21,10.0.0.14,16,2960,8,1480,8,1480,8.006996375,1.735558483,6822.01154,6822.01154
10.0.0.21,10.0.0.28,16,2960,8,1480,8,1480,8.151182146,1.653764243,7159.424356,7159.424356
10.0.0.21,10.0.0.13,16,2960,8,1480,8,1480,8.182106224,3.464025272,3417.98892,3417.98892
10.0.0.21,10.0.0.33,16,2960,8,1480,8,1480,8.329023927,1.867399666,6340.367419,6340.367419
10.0.0.21,10.0.0.42,16,2960,8,1480,8,1480,8.426685816,2.913276195,4064.152936,4064.152936
10.0.0.21,10.0.0.34,16,2960,8,1480,8,1480,8.896397746,1.147333279,10319.58213,10319.58213
10.0.0.21,10.0.0.46,16,2960,8,1480,8,1480,9.00162894,2.785620115,4250.400094,4250.400094
10.0.0.21,10.0.0.48,16,2960,8,1480,8,1480,9.368515716,1.774683378,6671.612608,6671.612608
10.0.0.21,10.0.0.45,16,2960,8,1480,8,1480,12.18493106,0.599650341,19744.83993,19744.83993
10.0.0.22,10.0.0.38,16,2960,8,1480,8,1480,5.006630487,4.692965632,2522.924932,2522.924932
10.0.0.22,10.0.0.45,16,2960,8,1480,8,1480,5.274468404,1.338281594,8847.166436,8847.166436
10.0.0.22,10.0.0.35,16,2960,8,1480,8,1480,5.306877116,7.391867766,1601.760255,1601.760255
10.0.0.22,10.0.0.20,8,1480,4,740,4,740,5.636338019,0.320273468,18484.20363,18484.20363
10.0.0.22,10.0.0.26,16,2960,8,1480,8,1480,5.707400382,3.893589236,3040.896017,3040.896017
10.0.0.22,10.0.0.31,16,2960,8,1480,8,1480,5.778052863,6.298301894,1879.871781,1879.871781
10.0.0.22,10.0.0.29,16,2960,8,1480,8,1480,6.32504192,5.479088577,2160.943346,2160.943346
10.0.0.22,10.0.0.41,16,2960,8,1480,8,1480,6.382622358,1.439713419,8223.85889,8223.85889
10.0.0.22,10.0.0.28,16,2960,8,1480,8,1480,6.438424378,0.686234974,17253.56539,17253.56539
10.0.0.22,10.0.0.48,16,2960,8,1480,8,1480,6.715223129,0.997069038,11874.8046,11874.8046
10.0.0.22,10.0.0.44,16,2960,8,1480,8,1480,7.144325037,5.54088337,2136.843389,2136.843389
10.0.0.22,10.0.0.23,8,1480,4,740,4,740,7.164501935,5.293755832,1118.29865,1118.29865
10.0.0.22,10.0.0.36,16,2960,8,1480,8,1480,7.164508299,0.798831861,14821.64217,14821.64217
10.0.0.22,10.0.0.16,16,2960,8,1480,8,1480,7.249125806,5.449732325,2172.58377,2172.58377
10.0.0.22,10.0.0.37,16,2960,8,1480,8,1480,7.614750489,1.278314511,9262.196352,9262.196352
10.0.0.22,10.0.0.43,16,2960,8,1480,8,1480,8.230114592,1.818867216,6509.546104,6509.546104
10.0.0.22,10.0.0.13,16,2960,8,1480,8,1480,8.328961305,0.43162508,27431.21415,27431.21415
10.0.0.22,10.0.0.49,16,2960,8,1480,8,1480,8.776738324,3.438688429,3443.173246,3443.173246
10.0.0.22,10.0.0.24,8,1480,4,740,4,740,9.069873825,0.694238117,8527.333569,8527.333569
